Perch	glass	0.4883281684781972
Perch	glass	0.47062687117407054
Perch	glass	0.4446887443384632
Perch	glass	0.47246613839801727
Perch	glass	0.47118728421472983
Perch	glass	0.463277936058951
Perch	glass	0.47235039847525817
Perch	glass	0.4648763766148493
Perch	glass	0.5132706433026915
Perch	PCA_glass	0.5077698970461596
Perch	PCA_glass	0.4693557483844311
Perch	PCA_glass	0.45501182033917664
Perch	PCA_glass	0.48088998996204513
Perch	PCA_glass	0.47694071330627574
Perch	PCA_glass	0.49693450278519286
Perch	PCA_glass	0.5020444492234841
Perch	PCA_glass	0.4635780624922009
Perch	PCA_glass	0.4701909142976871
Perch	PCA_glass	0.4538687880162585
